title,directors,stars,genre,runtime,grade,synopsis
Sarah Plain and Tall,Glenn Jordan,Glenn Close Christopher Walken Lexi Randall Malgorzata Zajaczkowska,Drama/ Family/ Romance,98 min,None,A single New England woman responds to an advertisement by a Midwestern widower in which he asks for a bride to help him raise his two children.
Raggedy Ann & Andy: A Musical Adventure,Richard Williams Abe Levitow,Claire Williams Didi Conn Mark Baker Fred Stuthman,Animation/ Comedy/ Family,84 min,None,Raggedy Ann and Andy leave their playroom to rescue Babette/ a beautiful French doll kidnapped by pirates.
Olaf's Frozen Adventure,Kevin Deters Stevie Wermers,Josh Gad Idina Menzel Kristen Bell Jonathan Groff,Animation/ Short/ Adventure,22 min,All,"A Christmas-themed special featuring characters from Walt Disney Pictures' 53rd full-length animated motion picture/ ""Gyeowool Wangguk (2013)""."
The Thief and the Cobbler,Richard Williams,Vincent Price Matthew Broderick Jennifer Beals Bobbi Page,Animation/ Action/ Adventure,90 min,All,A lonely princess and a poor cobbler fall in love while trying to retrieve three magical orbs that were stolen by a bumbling thief/ all while outwitting a powerful sorcerer as adventure and comedic pop culture references abound.
Leroy & Stitch,Tony Craig Roberts Gannaway,Daveigh Chase Chris Sanders David Ogden Stiers Kevin McDonald,Animation/ Action/ Adventure,73 min,G,New circumstances forces Lilo and her alien friends to part ways while Gantu and Dr. Van Hamsterviel create the Stitch clone/ Leroy/ in order to capture all of the experiments and take over the galaxy.
The Circus,Charles Chaplin,Charles Chaplin Merna Kennedy Al Ernest Garcia Harry Crocker,Comedy/ Romance,72 min,None,The Tramp finds work and the girl of his dreams at a circus.
Captains Courageous,Victor Fleming,Spencer Tracy Freddie Bartholomew Lionel Barrymore Melvyn Douglas,Adventure/ Drama/ Family,117 min,G,A spoiled brat who falls overboard from a steamship gets picked up by a fishing boat/ where he's made to earn his keep by joining the crew in their work.
The Adventures of Elmo in Grouchland,Gary Halvorson,Kevin Clash Mandy Patinkin Vanessa Williams Sonia Manzano,Adventure/ Comedy/ Family,73 min,None,A tug-of-war between Elmo and his friend sends his blanket to faraway Grouchland/ a place full of grouchy creatures and the villainous Huxley. Elmo embarks on a rescue mission/ learning important lessons about sharing and responsibility.
Continuavano a chiamarlo Trinità,Enzo Barboni,Terence Hill Bud Spencer Yanti Somer Enzo Tarascio,Comedy/ Western,117 min,None,Bambino tries to teach his brother Trinity how to become an outlaw/ but the two wind up saving a pioneer family and breaking up an arms ring instead.
Battle for the Planet of the Apes,J. Lee Thompson,Roddy McDowall Claude Akins Natalie Trundy Severn Darden,Action/ Sci-Fi,93 min,None,Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans/ Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike.
The Jungle Book 2,Steve Trenbirth,John Goodman Haley Joel Osment Tony Jay Mae Whitman,Animation/ Adventure/ Family,72 min,All,Mowgli/ missing the jungle and his old friends/ runs away from the man village unaware of the danger he's in by going back to the wild.
Chisum,Andrew V. McLaglen,John Wayne Forrest Tucker Christopher George Ben Johnson,Biography/ Western,111 min,None,Cattle baron John Chisum joins forces with Billy the Kid and Pat Garrett to fight the Lincoln County land war.
The Little Princess,Walter Lang William A. Seiter,Shirley Temple Richard Greene Anita Louise Ian Hunter,Comedy/ Drama/ Family,93 min,None,A little girl is left by her father in an exclusive seminary for girls/ when her father fights in the Second Boer War. Later/ when he is presumed dead she is forced to become a servant.
The Shoes of the Fisherman,Michael Anderson,Anthony Quinn Laurence Olivier Oskar Werner David Janssen,Drama,162 min,12,After spending decades in a Siberian Gulag labor camp/ Roman Catholic priest Kiril Lakota is set free by Russian leader Piotr Ilyich Kamenev at the height of the Cold War
Inspector Gadget 2,Alex Zamm,French Stewart Elaine Hendrix Tony Martin Caitlin Wachs,Action/ Comedy/ Crime,89 min,None,Inspector Gadget returns in this sequel to the 1999 hit. A glitched Gadget once again must fight his arch nemesis/ Claw/ with the aid of a female Gadget: G2.
The Three Caballeros,Norman Ferguson Clyde Geronimi Jack Kinney Bill Roberts Harold Young,Aurora Miranda Carmen Molina Dora Luz Sterling Holloway,Animation/ Comedy/ Family,71 min,None,Donald receives his birthday gifts/ which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito/ a Mexican Charro Rooster).
The Slipper and the Rose: The Story of Cinderella,Bryan Forbes,Richard Chamberlain Gemma Craven Annette Crosbie Edith Evans,Adventure/ Family/ Fantasy,146 min,None,In the tiny kingdom of Euphrania/ the King (Sir Michael Hordern) and his court are most anxious to get Prince Edward (Richard Chamberlain) wed. But Edward wants to marry for love. Meanwhile...                See full summary »
Bambi II,Brian Pimental,Patrick Stewart Alexander Gould Keith Ferguson Brendon Baerg,Animation/ Adventure/ Drama,75 min,G,The story of Bambi growing up in the care of his father/ The Great Prince of the Forest.
DuckTales the Movie: Treasure of the Lost Lamp,Bob Hathcock,Alan Young Christopher Lloyd Terence McGovern Russi Taylor,Animation/ Adventure/ Comedy,74 min,None,Scrooge McDuck takes Huey/ Dewey/ and Louie to Egypt to find a pyramid and magic lamp.
March of the Penguins,Luc Jacquet,Morgan Freeman Romane Bohringer Charles Berling Jules Sitruk,Documentary/ Family,80 min,All,In the Antarctic/ every March since the beginning of time/ the quest begins to find the perfect mate and start a family.
Tinker Bell and the Legend of the NeverBeast,Steve Loter,Ginnifer Goodwin Mae Whitman Rosario Dawson Lucy Liu,Animation/ Adventure/ Family,76 min,All,When the compassionate animal-fairy/ Fawn/ befriends the sleepy furry giant called the NeverBeast/ persuading Queen Clarion and the vigilant Scout Fairies of its kindness is easier said than done. Is the peaceful Pixie Hollow in danger?
The Out of Towners,Arthur Hiller,Jack Lemmon Sandy Dennis Sandy Baron Anne Meara,Comedy,101 min,None,An Ohio sales executive accepts a higher position within the company and travels to New York City with his wife for his job interview but things go wrong from the start.
On a Clear Day You Can See Forever,Vincente Minnelli,Barbra Streisand Yves Montand Bob Newhart Larry Blyden,Comedy/ Drama/ Fantasy,129 min,None,A troubled young woman who visits a psychotherapist to help her quit smoking undergoes hypnosis and finds herself reliving a tragic Victorian romance from a past life.
Support Your Local Gunfighter,Burt Kennedy,James Garner Suzanne Pleshette Jack Elam Harry Morgan,Comedy/ Romance/ Western,91 min,None,A con artist arrives in a mining town controlled by two competing companies. Both companies think he's a famous gunfighter and try to hire him to drive the other out of town.
Benji,Joe Camp,Peter Breck Deborah Walley Patsy Garrett Allen Fiuzat,Adventure/ Family/ Romance,86 min,None,A stray dog saves two kidnapped children.
All I Want for Christmas,Robert Lieberman,Harley Jane Kozak Jamey Sheridan Ethan Embry Kevin Nealon,Comedy/ Family/ Romance,92 min,All,A brother and sister attempt to bring their divorced parents back together for Christmas.
Blackbeard's Ghost,Robert Stevenson,Peter Ustinov Dean Jones Suzanne Pleshette Elsa Lanchester,Comedy/ Family/ Fantasy,106 min,None,On the Carolina coast/ Godolphin College's new track coach lodges at Blackbeard's Inn/ run by the Daughters of the Buccaneers/ who claim to be descendants of the notorious pirate/ and who risk losing their hotel to the local mobster.
The Pirate Fairy,Peggy Holmes,Mae Whitman Christina Hendricks Tom Hiddleston Lucy Liu,Animation/ Adventure/ Family,78 min,G,When Zarina steals Pixie Hollow's Blue Pixie Dust and flies away/ Tinker Bell and her friends sets on a journey to get them back.
Ride in the Whirlwind,Monte Hellman,Jack Nicholson Cameron Mitchell Millie Perkins Katherine Squire,Western,82 min,None,Three cowboys/ mistaken for members of an outlaw gang/ are relentlessly pursued by a posse.
Barney's Great Adventure,Steve Gomer,George Hearn Shirley Douglas Trevor Morgan Alan Fawcett,Adventure/ Comedy/ Drama,76 min,None,Mom and dad dump son Cody/ daughter Abby/ her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain kids/ and when a large ...                See full summary »
The Shaggy Dog,Charles Barton,Fred MacMurray Jean Hagen Tommy Kirk Annette Funicello,Comedy/ Family/ Fantasy,104 min,None,A teenage boy is cursed with periodically turning into an sheepdog.
Wedding Daze,Georg Stanford Brown,John Larroquette Karen Valentine French Stewart Marina Black,Comedy/ Family,88 min,None,"Jack and Audrey Landry are a middle-aged couple who have barely gotten the hang of being a pair of ""empty nesters"" when their three grown daughters -- Teri/ Nora/ and Dahlia -- end up ...                See full summary »"
Cats Don't Dance,Mark Dindal,Scott Bakula Jasmine Guy Natalie Cole Ashley Peldon,Animation/ Comedy/ Family,75 min,None,Danny/ an ambitious singing and dancing cat/ goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.
The Raven,Roger Corman,Vincent Price Peter Lorre Boris Karloff Hazel Court,Comedy/ Fantasy/ Horror,86 min,None,A magician/ who has been turned into a raven/ turns to a former sorcerer for help.
The Strongest Man in the World,Vincent McEveety,Kurt Russell Joe Flynn Eve Arden Cesar Romero,Comedy/ Family/ Sci-Fi,92 min,None,Dexter Riley and his friends accidently discover a new chemical mixed with a cereal seems to give anyone temporary superhuman strength
Everyone's Hero,Colin Brady Christopher Reeve Daniel St. Pierre,Jake T. Austin Brian Dennehy Whoopi Goldberg Ritchie Allen,Animation/ Adventure/ Comedy,87 min,None,A boy (Jake T. Austin) begins a grand journey to return Babe Ruth's baseball bat before the deciding game of the 1932 World Series comes to a close.
Jetsons: The Movie,Joseph Barbera William Hanna Iwao Takamoto,George O'Hanlon Penny Singleton Mel Blanc Tiffany,Animation/ Comedy/ Family,82 min,All,George Jetson is forced to uproot his family when Mr. Spacely promotes him to take charge of a new factory on a distant planet.
101 Dalmatians II: Patch's London Adventure,Jim Kammerud Brian Smith,Barry Bostwick Jason Alexander Martin Short Bobby Lockwood,Animation/ Adventure/ Comedy,74 min,None,Being one of 101 takes its toll on Patch/ who doesn't feel unique. When he's accidentally left behind on moving day/ he meets his idol/ Thunderbolt/ who enlists him on a publicity campaign.
Frozen Fever,Chris Buck Jennifer Lee,Kristen Bell Idina Menzel Jonathan Groff Josh Gad,Animation/ Short/ Adventure,8 min,None,On Anna's birthday/ Elsa and Kristoff are determined to give her the best celebration ever/ but Elsa's icy powers may put more than just the party at risk.
The Ghost and Mr. Chicken,Alan Rafkin,Don Knotts Joan Staley Liam Redmond Dick Sargent,Comedy/ Family/ Mystery,90 min,None,A timid typesetter hasn't a ghost of a chance of becoming a reporter - until he decides to solve a murder mystery and ends up spending a fright-filled night in a haunted house.
The Shooting,Monte Hellman,Millie Perkins Jack Nicholson Will Hutchins Warren Oates,Western,82 min,None,A mysterious woman persuades two cowboys to help her in a revenge scheme.
Where the Red Fern Grows,Norman Tokar,James Whitmore Beverly Garland Jack Ging Lonny Chapman,Drama/ Family,97 min,None,Where the Red Fern Grows is the heartwarming and adventurous tale for all ages about a young boy and his quest for his own red-bone hound hunting dogs.
Cinderella II: Dreams Come True,John Kafka,Jennifer Hale Rob Paulsen Corey Burton Andre Stojka,Animation/ Family/ Fantasy,73 min,All,Jaq and Gus create a storybook based on three events that happened after the first film. The stories include Cinderella's opposition to the court's strict etiquette/ Jaq's becoming human for a day/ and Anastasia's redemption through love.
A Very Country Wedding,Justin G. Dyck,Greyston Holt Bea Santos Deana Carter Greg Vaughan,Romance,120 min,None,Zane and Jeannette's wedding is delayed due to Zane's crazy tour schedule and the two must overcome paparazzi and rumors to find their way back together.
Lady and the Tramp II: Scamp's Adventure,Darrell Rooney Jeannine Roussel,Scott Wolf Alyssa Milano Chazz Palminteri Jeff Bennett,Animation/ Adventure/ Family,69 min,All,Seeking the freedom to be a wild dog/ the son of Lady and the Tramp runs away to join a gang of junkyard dogs.
The Incredible Mr. Limpet,Arthur Lubin Gerry Chiniquy Robert McKimson Hawley Pratt Bill Tytla,Don Knotts Carole Cook Jack Weston Andrew Duggan,Animation/ Comedy/ Family,99 min,None,Meek and mild mannered bookkeeper Henry Limpet has few passions in life. It's mid-1941 and he would love to join the Navy but has been rated 4F. His friend George Stickle is in the Navy and...                See full summary »
Going to the Mat,Stuart Gillard,Andrew Lawrence Khleo Thomas Alessandra Torresani Wayne Brady,Drama/ Family/ Sport,120 min,None,Jace Newfield has a problem. Besides being blind and being the new kid at school/ his problem is that the kids at his new school thinks he's a jerk. Jace has to find a way to be accepted ...                See full summary »
Big Trip,Vasiliy Rovenskiy Natalya Nilova,Drake Bell Pauly Shore Danila Medvedev Jonathan Salway,Animation/ Adventure/ Comedy,84 min,All,A goofy stork mistakenly delivers a baby panda to the wrong door. A bear/ a moose/ a tiger and a rabbit set on an arduous but fun filled adventure through wilderness to return the panda to its rightful home.
La grande vadrouille,Gérard Oury,Bourvil Louis de Funès Claudio Brook Andréa Parisy,Adventure/ Comedy/ War,132 min,None,Several ordinary Frenchmen/ helping British pilots avoid Nazi captivity/ go on an epic voyage through the occupied country to the free zone.
Davy Crockett: King of the Wild Frontier,Norman Foster,Fess Parker Buddy Ebsen Basil Ruysdael Hans Conried,Adventure/ Drama/ Family,93 min,None,American frontiersman Davy Crockett fights in the Creek Indian War/ is elected to the U.S. Congress and fights for Texas at the Alamo.
Zorro,Duccio Tessari,Alain Delon Stanley Baker Ottavia Piccolo Moustache,Action/ Adventure/ Comedy,124 min,None,In the New World/ a new Spanish governor finds the province of Nueva Aragón under the iron fist of the corrupt Colonel Huerta and vows to bring justice under the guise of a masked avenger.
Change of Habit,William A. Graham,Elvis Presley Mary Tyler Moore Barbara McNair Jane Elliot,Crime/ Drama/ Music,93 min,None,An incognito nun tries to help a doctor clean up an inner city ghetto/ with the pair growing closer as time goes on.
Winx Club: Il segreto del Regno Perduto,Iginio Straffi,Gabriele Lavia Letizia Ciampa Perla Liberatori Domitilla D'Amico,Animation/ Action/ Adventure,85 min,None,At Alfea College/ Stella/ Aisha/ Flora/ Musa/ and Tecna all graduate and become fairy guardians of their home planets. But/ Bloom must watch graduation from the sidelines. The Winx try to save Bloom's parents and the planet.
Prancer,John D. Hancock,Sam Elliott Cloris Leachman Rutanya Alda Abe Vigoda,Drama/ Family/ Fantasy,103 min,All,A farm girl nurses a wounded reindeer she believes is one of Santa's/ hoping to bring it back to health in time for Christmas. Her holiday spirit inspires those around her/ something her disheartened father is having trouble understanding.
Powaqqatsi,Godfrey Reggio,Christie Brinkley David Brinkley Pope John Paul II Dan Rather,Documentary/ Music,99 min,None,An exploration of technologically developing nations and the effect the transition to Western-style modernization has had on them.
The Legend of Boggy Creek,Charles B. Pierce,Willie E. Smith John P. Hixon Vern Stierman Chuck Pierce Jr.,Documentary/ Drama/ Horror,87 min,None,"A documentary-style drama about the ""Fouke Monster""/ a Bigfoot-type creature that has been sighted in and around Fouke/ Arkansas since the 1950s."
16 Wishes,Peter DeLuise,Debby Ryan Jean-Luc Bilodeau Anna Mae Wills Karissa Tynes,Drama/ Family/ Fantasy,90 min,None,Abby's made a 16 wishes list for her 16th birthday. She gets 16 magic candles - 1 wish per hour. Things are fine in the beginning.
Trafic,Jacques Tati,Jacques Tati Marcel Fraval Honoré Bostel François Maisongrosse,Comedy,96 min,None,Mr. Hulot drives a recreational vehicle from Paris to Amsterdam in his usual comical/ disastrous style.
Beauty and the Beast: The Enchanted Christmas,Andrew Knight,Paige O'Hara Robby Benson Jerry Orbach David Ogden Stiers,Animation/ Family/ Fantasy,72 min,All,Astonished to find the Beast (Robbie Benson) has a deep-seeded hatred for the Christmas season/ Belle (Paige O'Hara) endeavors to change his mind on the matter.
A New Leaf,Elaine May,Walter Matthau Elaine May Jack Weston George Rose,Comedy/ Romance,102 min,None,Henry Graham lives the life of a playboy. When his lawyer tells him one day that his lifestyle has consumed all his funds/ he needs an idea to avoid climbing down the social ladder. So he intends to marry a rich woman and - murder her.
Dad's Army,Norman Cohen,Arthur Lowe John Le Mesurier Clive Dunn John Laurie,Comedy/ War,95 min,None,The misadventures of a ragtag group of elderly Home Guard local defense volunteers at the onset of WW2.
It Came from Outer Space,Jack Arnold,Richard Carlson Barbara Rush Charles Drake Joe Sawyer,Horror/ Sci-Fi,81 min,None,A spaceship from another world crashes in the Arizona desert and only an amateur stargazer and a schoolteacher suspect alien influence when the local townsfolk begin to act strangely.
Watch Out We're Mad,Marcello Fondato,Terence Hill Bud Spencer Patty Shepard Deogratias Huerta,Action/ Comedy,102 min,None,After a tied 1st place in a local stunt race/ two drivers start a contest to decide who of them will own the prize/ a dune buggy. But when a mobster destroys the car/ they are determined to get it back.
Conte d'été,Éric Rohmer,Melvil Poupaud Amanda Langlet Gwenaëlle Simon Aurelia Nolin,Comedy/ Drama/ Romance,113 min,15,A shy maths graduate takes a holiday in Dinard before starting his first job. He hopes his sort-of girlfriend will join him/ but soon strikes up a friendship with another girl working in ...                See full summary »
When Worlds Collide,Rudolph Maté,Richard Derr Barbara Rush Peter Hansen John Hoyt,Action/ Sci-Fi/ Thriller,83 min,None,As a new star and planet hurtle toward a doomed Earth/ a small group of survivalists frantically work to complete the rocket which will take them to their new home.
Tangled Ever After,Nathan Greno Byron Howard,Mandy Moore Zachary Levi Alan Dale Paul F. Tompkins,Animation/ Short/ Action,6 min,G,Rapunzel and Flynn Rider have their wedding/ but Pascal and Maximus must recover the rings they lose in mid-ceremony.
Dr. Jekyll and Mr. Hyde,Victor Fleming,Spencer Tracy Ingrid Bergman Lana Turner Donald Crisp,Drama/ Horror/ Sci-Fi,113 min,None,Dr. Jekyll allows his dark side to run wild when he drinks a potion that turns him into the evil Mr. Hyde.
Guns of the Magnificent Seven,Paul Wendkos,George Kennedy James Whitmore Monte Markham Reni Santoni,Action/ Western,105 min,None,A Mexican revolutionary hires an American gunslinger to organize the rescue of their leader from a brutal Army prison.
Our Lips Are Sealed,Craig Shapiro,Ashley Olsen Mary-Kate Olsen Jim Meskimen Tamara Clatterbuck,Comedy/ Crime/ Family,89 min,None,A family is relocated by FBI after the twin sisters stop a diamond thief with ketchup. They are blabbermouths so/ as last chance/ they end up in in Sydney/ Australia. 2 mobsters are sent there for them and the hidden diamond.
Piper,Alan Ba,irector:Alan Barillaro,Animation/ Short/ Family,6 min,G,A hungry sandpiper hatchling ventures from her nest for the first time to dig for food by the shoreline. The problem is/ the food is buried in the sand where scary waves roll up.
The Glenn Miller Story,Anthony Mann,James Stewart June Allyson Harry Morgan Charles Drake,Biography/ Drama/ Music,115 min,All,Biography of bandleader Glenn Miller from his beginnings to his death over the English Channel in December 1944.
Canvas,Frank E. Ab,irector:Frank E. Abney III,Animation/ Short/ Drama,9 min,G,After suffering a loss/ a painter finds his inspiration to create again.
Seven Days in Utopia,Matthew Dean Russell,Lucas Black Robert Duvall Melissa Leo Deborah Ann Woll,Drama/ Sport,100 min,G,After a disastrous debut on the pro circuit/ a young golfer finds himself unexpectedly stranded in Utopia/ Texas and welcomed by an eccentric rancher.
Hjælp! Jeg er en fisk,Stefan Fjeldmark Greg Manwaring Michael Donovan Michael Hegner,Nis Bank-Mikkelsen Søren Sætter-Lassen Morten Kerrn Nielsen Sebastian Jessen,Animation/ Adventure/ Comedy,80 min,All,Three children accidentally get turned into fish after drinking a potion made by an eccentric scientist. When the kids end up in the sea/ they must find the antidote within 48 hours or remain as fish forever.
The Castaway Cowboy,Vincent McEveety,James Garner Vera Miles Robert Culp Eric Shea,Comedy/ Family/ Western,91 min,None,A Texas cowboy is rescued at sea by a 12-year-old boy. While he waits to return home/ he decides to help out his rescuer's family.
The Adventures of the Wilderness Family,Stewart Raffill,Robert Logan Susan Damante Hollye Holmes Ham Larsen,Adventure/ Drama/ Family,100 min,None,A family flees the city for the wilderness. They learn to live with nature and more importantly/ that when one has family/ one has everything.
The Twelve Chairs,Mel Brooks,Mel Brooks Ron Moody Frank Langella Dom DeLuise,Comedy,94 min,None,In 1920s Soviet Russia/ a fallen aristocrat/ a priest and a con artist search for a treasure of jewels hidden inside one of twelve dining chairs/ lost during the revolution.
Tom Sawyer,Don Taylor,Johnny Whitaker Celeste Holm Warren Oates Jeff East,Adventure/ Musical/ Family,103 min,None,Tom Sawyer and Huckleberry Finn investigate a suspicious graveyard murder and more in this musical version of Mark Twain's novel.
Dr. Goldfoot and the Bikini Machine,Norman Taurog Ishirô Honda,Vincent Price Frankie Avalon Dwayne Hickman Susan Hart,Comedy/ Sci-Fi,88 min,None,Skirt-chasing SIC agent Craig Gamble and millionaire bachelor Todd Armstrong set out to foil mad scientist Dr. Goldfoot's plot to use his army of bikini-clad robots to seduce wealthy men into signing over their assets.
Dennis the Menace Strikes Again!,Charles T. Kanganis,Don Rickles George Kennedy Justin Cooper Betty White,Family/ Comedy,75 min,None,After a failed attempt to find the perfect birthday present for Mr Wilson/ the mischievous little terror/ Dennis/ tries to save him from a pair of swindlers and their bogus youth remedies. Will he manage to keep their friendship strong?
Herbie Rides Again,Robert Stevenson,Helen Hayes Ken Berry Stefanie Powers John McIntire,Comedy/ Family/ Fantasy,88 min,None,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.
Let It Be,Michael Lindsay-Hogg,John Lennon Paul McCartney George Harrison Ringo Starr,Documentary/ Music,81 min,None,The filmed account of The Beatles' attempt to recapture their old group spirit by making a back to basics album/ which instead drove them further apart.
Jack the Giant Killer,Nathan Juran,Kerwin Mathews Judi Meredith Torin Thatcher Walter Burke,Adventure/ Family/ Fantasy,94 min,None,A farmboy-turned-knight must protect a princess from the schemes of an evil wizard.
Swindle,Jonathan Judge,Jennette McCurdy Noah Crawford Chris O'Neal Ciara Bravo,Action/ Adventure/ Comedy,91 min,None,When a boy named Ben finds an old baseball card in his house his friend Griffin tells him to sell it. However when he does he is swindled out of 1.2 million dollars. Griffin then decides to assemble a team in order to get the card back.
The Challenge,Craig Shapiro,Ashley Olsen Mary-Kate Olsen Brian Skala Lukas Behnken,Adventure/ Comedy/ Family,92 min,G,"Estranged teen sisters who live on opposite sides of the country are brought together/ much to their surprise/ as teammates in the TV show ""The Challenge""/ a Survivor-style adventure in Cabo San Lucas/ Mexico."
College Road Trip,Roger Kumble,Raven-Symoné Martin Lawrence Kym Whitley Adam LeFevre,Adventure/ Comedy/ Drama,83 min,12,When an overachieving high school student decides to travel around the country to choose the perfect college/ her overprotective cop father decides to accompany her to keep her on the straight and narrow.
Tarzan & Jane,Steve Loter Victor Cook Don MacKinnon Lisa Schaffer,Michael T. Weiss Olivia d'Abo Jeff Bennett Jim Cummings,Animation/ Adventure/ Family,75 min,G,After being married an entire year/ Jane thinks back on some of her and Tarzan's adventures as she searches for something special to mark the occasion with.
Billboard Dad,Alan Metter,Ashley Olsen Mary-Kate Olsen Tom Amandes Jessica Tuck,Comedy/ Family/ Romance,92 min,None,Twin girls advertise their single father on a Santa Monica Billboard.
The Incredible Journey,Fletcher Markle,Émile Genest John Drainie Tommy Tweed Sandra Scott,Adventure/ Drama/ Family,80 min,None,The story of three pets/ a cat and two dogs/ who lose their owners when they are all on vacation. Can they find their way home?
A Troll in Central Park,Don Bluth Gary Goldman,Dom DeLuise Cloris Leachman Charles Nelson Reilly Jonathan Pryce,Animation/ Adventure/ Comedy,76 min,None,An evil Queen banishes a flower loving troll named Stanley (Dom DeLuise) to New York City/ where he befriends two young children.
A King in New York,Charles Chaplin,Charles Chaplin Maxine Audley Jerry Desmonde Oliver Johnston,Comedy/ Drama,110 min,All,A recently-deposed European monarch seeks shelter in New York City/ where he becomes an accidental television celebrity and is later wrongly accused of being a Communist.
Charro!,Charles Marquis Warren,Elvis Presley Ina Balin Victor French Barbara Werle,Western,98 min,None,Vince Hackett's gang steals a prized victory canon from Mexico and blames the deed on ex-gang member Jess Wade who wants to go straight.
Tarzan II,Brian Smith,Harrison Chad George Carlin Brad Garrett Ron Perlman,Animation/ Adventure/ Comedy,72 min,None,The tale of Tarzan's misadventures as a boy as he searches for his true identity and the meaning of family.
The Pebble and the Penguin,Don Bluth Gary Goldman,Martin Short Jim Belushi Annie Golden Tim Curry,Animation/ Adventure/ Comedy,74 min,None,A lovable but introverted penguin named Hubie (Martin Short) plans to present his betrothal pebble to the bird of his dreams.
Snowball Express,Norman Tokar,Dean Jones Nancy Olson Harry Morgan Keenan Wynn,Comedy/ Family,93 min,None,When John Baxter inherits a ski resort in the Rocky Mountains/ he quits his job in New York and moves the family west to run it. Only to find that the place is a wreck. But together they ...                See full summary »
Doogal,Dave Borthwick Jean Duval Frank Passingham,Jon Stewart Judi Dench Daniel Tay Jimmy Fallon,Animation/ Adventure/ Comedy,85 min,None,A talking dog and his friends fight to stop an evil wizard.
The Water Babies,Lionel Jeffries,James Mason Bernard Cribbins Billie Whitelaw Joan Greenwood,Animation/ Adventure/ Family,105 min,None,This children's fantasy tells the story of a 12-year-old boy who discovers a complex underwater world where young children are held prisoner by an evil shark and an eel.
The Little Prince,Stanley Donen,Richard Kiley Steven Warner Joss Ackland Clive Revill,Family/ Fantasy/ Musical,88 min,None,A pilot/ stranded in the desert/ meets a little boy who is a prince on a planet.
Winning London,Craig Shapiro,Mary-Kate Olsen Ashley Olsen Brandon Tyler Jesse Spencer,Adventure/ Comedy/ Family,93 min,G,When Chloe and Riley Lawrence are invited to London to participate in the International Model UN competition/ they enjoy seeing the sights and find romance with cute British boys.
Zire darakhatan zeyton,Abbas Kiarostami,Mohamad Ali Keshavarz Farhad Kheradmand Zarifeh Shiva Hossein Rezai,Drama,103 min,All,A depiction of the off-screen relationship between the actors who play the newlyweds in the film And Life Goes on... (1992).
L'enfant sauvage,François Truffaut,François Truffaut Jean-Pierre Cargol Françoise Seigner Jean Dasté,Drama,83 min,None,In a French forest in 1798/ a child is found who cannot walk/ speak/ read or write. A doctor becomes interested in the child and patiently attempts to civilize him.
Finian's Rainbow,Francis Ford Coppola,Fred Astaire Petula Clark Tommy Steele Don Francks,Family/ Fantasy/ Musical,141 min,None,An Irish immigrant and his daughter move into a town in the American South with a magical piece of gold that will change people's lives/ including a struggling farmer and African American citizens threatened by a bigoted politician.
The Hunchback of Notre Dame 2: The Secret of the Bell,Bradley Raymond,Jason Alexander Jennifer Love Hewitt Tom Hulce Paul Kandel,Animation/ Adventure/ Comedy,68 min,All,Quasimodo goes into action when a magician seeks to steal one of the bells of Notre Dame.
Small Fry,Angus MacLane,Tom Hanks Tim Allen John Ratzenberger Wallace Shawn,Animation/ Short/ Comedy,7 min,G,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.
Heidi,Allan Dwan,Shirley Temple Jean Hersholt Arthur Treacher Helen Westley,Drama/ Family/ Musical,88 min,None,A plucky little orphan girl gets dumped abruptly into her gruff/ hermit grandfather's care/ then later gets retaken and delivered as a companion for an injured girl.
The Adventures of Ichabod and Mr. Toad,James Algar Clyde Geronimi Jack Kinney,Bing Crosby Basil Rathbone Eric Blore John McLeish,Animation/ Comedy/ Family,68 min,7,"An animated adaptation of ""The Wind in the Willows"" followed by an adaptation of ""The Legend of Sleepy Hollow""."
Say Amen Somebody,George T. Nierenberg,Willie May Ford Smith Thomas A. Dorsey Sam Benford Banon Buchanan,Documentary/ Music,100 min,None,Documentary about the American gospel music scene/ focusing on two of the movement's pioneering forces/ Thomas A. Dorsey and Willie May Ford Smith.
Gojira tai Mekagojira,Jun Fukuda,Masaaki Daimon Kazuya Aoyama Reiko Tajima Akihiko Hirata,Action/ Fantasy/ Horror,84 min,None,Ape-like aliens build a robotic Godzilla to destroy Japan/ and the true Godzilla may not be powerful enough to destroy it.
Without Limits,Robert Towne,Billy Crudup Donald Sutherland Monica Potter Jeremy Sisto,Biography/ Drama/ Sport,117 min,PG-13,The life of renowned runner Steve Prefontaine and his relationship with legendary coach Bill Bowerman.
Gus,Vincent McEveety,Edward Asner Don Knotts Gary Grimes Tim Conway,Comedy/ Family/ Sport,96 min,None,The California Atoms are in last place with no hope of moving up. But by switching the mule from team mascot to team member/ (He can kick 100 yard field goals!) they start winning/ and move...                See full summary »
